uuid,name,brand,gender,price,description,primary_color,label,size,kids
52ce573c-7d58-466d-a4a4-4ab256a175a6,Bitiya by Bhama Girls Peach-Coloured Fit and Flare Dress,Bitiya by Bhama,Girls,8.87,"Peach-Coloured printed woven fit and flare dress, has a round neck, short sleeves,,, flared hem", Red,pants,S,false
5309ce8a-f957-4618-8605-31d9382b515e,Park Avenue Men Blue Solid Slim-Fit Single-Breasted Pure Cotton Blazer,Park Avenue,Men,32.39,"Blue solid slim-fit blazer, has a notched lapel, single-breasted with double button closures, long sleeves, three pockets, an attached lining and a vented back hem",Blue,pants,S,false
53c2539d-a472-4a71-88d8-6c0aaf0fe1eb,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN136,XYXX,Men,11.6,"Pack of 3 Black, Yellow & Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",,pants,XL,true
554316b9-05a9-4d28-9b5d-2455e78f82b8,MSC Women Gold-Toned Solid Open Toe Flats,MSC,Women,8.15,"A pair of gold-toned open-toed flats, has regular styling, velcro detailSynthetic upperCushioned footbedTextured and patterned outsole", Gold,pants,XS,false
54c33892-0e6c-4e82-b0e5-64a9e7c9d25c,Anekaant Turquoise Blue Self Design Sling Bag,Anekaant,Women,8.63,"Turquoise Blue self design sling bag, has a zip closure1 main compartment, 3 inner pocketsTablet sleeve: No",Blue,pants,S,false
52889e96-b086-4375-92ba-9bd2ddb26fb9,Moedbuille Women Silver-Plated Layered Necklace,Moedbuille,Women,7.19,Silver-Toned necklaceMaterial: German SilverClosure: Lobster Closure, Red,pants,XL,true
5638d782-4a13-49be-9318-77c40aab7a3c,Geox Women Peach-Coloured Woven Design Slip-On Sneakers,Geox,Women,65.99,"A pair of round-toe peach-coloured & off-white woven design slip-on sneakers, has regular styling, slip-on detailSuede and textile upperCushioned footbedTextured and patterned outsoleEngineered with waterproof liningWarranty: 6 monthsWarranty provided by brand/manufacturer", Red,pants,XL,false
56f8579b-7609-499c-b95e-6be249d855d3,Parx Men Black Solid Regular-Fit Tuxedo,Parx,Men,47.99,"Black solid party suitBlack solid regular-fit blazer, has a notched lapel, single-breasted with double-button closure, long sleeves, two flap pockets, one welt pocket, and a double-vented back hemA pair of black solid mid-rise trousers, has a waistband with belt loops, a zip fly with a button closure, two pockets.Comes with a pocket square", Black,pants,L,true
57dec82b-f2fc-47e1-8d0d-0509622d8fb3,Abhishti Women Beige & Black Printed A-Line Kurta,Abhishti,Women,12.59,"Beige and Black printed A-line kurta, has a mandarin collar, sleeveless, flared hem, and front slit", Black,pants,S,true
582085ca-c94b-43af-b675-108ceeb97db6,Park Avenue Women Red Regular Fit Printed Casual Shirt,Park Avenue,Women,6.47,"Red printed casual shirt, has a spread collar, long sleeves, button placket, and curved hem", Red,pants,M,true
58d93bfc-5218-4009-ba26-530abf687c2c,Soumya Blue Set of 5 Ethnic Motifs Square Cushion Covers,Soumya,Unisex,10.28,Set content: 5 Cushion Covers Colour: Blue Shape: Square Pattern: Ethnic Motifs Closure: Zip,Blue,pants,M,true
56526f67-a471-4560-8e96-ac84c47706b9,Soumya Multicoloured Set of 5 Self Design Square Linen Cushion Covers,Soumya,Unisex,11.27,Set content: 5 Cushion Covers Colour: Multicoloured Shape: Square Pattern: Self Design Closure: Zip, Red,pants,XL,false
58e81b94-b56b-4cab-85aa-c5990a81c249,ExclusiveLane Dark Brown Handmade Sheesham Wood Block Shelf With Magnetic Key Holder,ExclusiveLane,Unisex,15.89,Set Content: One keyholderColour: Dark BrownPattern: OwlType: Shelf with magnetic keyholderFEATURES:- Perfect to organize all your keys at one place. - Can hold up to 6 keys.- Acts as a wall decor & enhances the beauty of your wall.- The key holder is hand carved in wood depicting owl motif.- Hand Carved in Sheesham Wood.- The product has been made by hand and may have slight irregularities that are a natural outcome of the human involvement in the process., Brown,pants,M,true
59225f02-287d-4f5a-8b0a-a9749ddd9d9d,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN86,XYXX,Men,11.6,"Pack of 3 Black, White & Light Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",,pants,XS,false
59633c7c-cbdb-407f-97d8-d59fdd57f120,XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 3 Illuminati Briefs XYBRF3PCKN348,XYXX,Men,10.67,"Pack of 3 briefs in Black, navy & Blue with contoured front pouch and anti-microbial finish that prevents odours and rashes.

Key Features:

 smoothest and comfiest innerwear ever, making you forget you are wearing anything at all. 
Feel: 3Xsofter and 50% more moisture absorbent than regular cotton.
Snug Fit:Fits your form without clinging to your skin and offers fantastic support.
Waistband:Anti-roll microfibre waistband that doesn't leave marks.
 chafing or irritation.",,pants,XS,false
595f609d-253c-49e5-bd5b-3c45dc61f2a0,Next Look Men Pink Slim Fit Self Design Formal Shirt,Next Look,Men,6.59,"Pink self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", Pink,pants,S,false
59ef7298-1528-4dfd-bacd-2d7d7786805d,Fortune Men Black Leather Formal Slip-Ons,Fortune,Men,41.99,"A pair of black round-toed formal slip-on shoes, has elasticated gussets on both sidesPatent leather upperCushioned footbedTextured leather outsole, has a stacked heel", Black,pants,XS,false
549efe03-629e-4620-9fe2-4ed3a9d856fd,Park Avenue Men Blue Slim Fit Solid Formal Shirt,Park Avenue,Men,10.25,"Blue solid formal shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue,pants,XL,true
594f21c3-76f2-47e6-bb94-9975a455742a,Next Look Men Blue Regular Fit Solid Formal Shirt,Next Look,Men,6.59,"Blue solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue,pants,S,false
5a79eb85-4d0b-4801-a584-cbf5c0946a1d,Varanga Women Beige Printed Straight Kurta,Varanga,Women,8.34,"Beige printed straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, side slits", Beige,pants,XL,false
5a1bcd89-5b3d-41a1-80a7-0665c2ce7f86,Dreamscape Pink Striped 220 TC Cotton 1 Queen Bedsheet with 2 Pillow Covers,Dreamscape,Unisex,11.99,Set content: 1 Queen bedsheet with 2 pillow coversQuality: FineThread count: 220Colour: PinkPattern: Striped, Pink,pants,M,true
5d772eec-4af3-4f6b-9615-6b1c75b1adb2,Carlton London Women Off-White & Mustard Yellow Striped A-Line Dress,Carlton London,Women,10.2,"Off-White and mustard yellow striped woven A-line dress, has a V-neck, short sleeves, an attached lining, straight hem, two pockets", Yellow,pants,XL,false
5cb0fa87-7669-44bd-94a7-4bcdec2049ad,Park Avenue Men Blue Regular Fit Solid Formal Shirt,Park Avenue,Men,13.43,"Blue solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue,pants,M,true
5d6be0e5-7d7c-4105-b00c-251d62737863,Soumya Off-White Set of 5 Quirky Square Cushion Covers,Soumya,Unisex,10.58,Set content: 5 Cushion Covers Colour: Off-White Shape: Square Pattern: Quirky Closure: Zip, White,pants,XL,true
600e6a2d-1177-4918-9760-610f2d89dc30,Sera Women Navy Blue & Red Printed Kurta with Palazzos,Sera,Women,11.96,"Navy Blue and red printed kurta with palazzos Navy Blue and red straight calf length kurta, has a round neck, sleeveless, straight hem, side slitsNavy Blue and red  Printed palazzos, has partially elasticated waistband, slip-on closure",Blue,pants,XL,true
5dcc789c-2acf-425d-8f8a-a94c87acd1cc,Geox Men Black Textured Leather Comfort Sandals,Geox,Men,35.99,A pair of black textured comfort sandalsLeather upper with buckle closureCushioned footbedPatterned rubber outsoleWarranty: 6 monthsWarranty provided by brand/manufacturer, Red,pants,L,true
5fcc9116-4153-4438-8024-f0ea54c3b40f,Shiseido 06 Aplen Glow InnerGlow CheekPowder 4 g,SHISEIDO,Women,28.08,"Shade Number: 06Shade Name: Aplen Glow What it is:This blush and highlighter hybrid is the future of cheek color thanks to a unique cream-powder matrix system that helps this airy powder stay put for eight hours.What it does:In addition to the formula's high color payoff and superior glide, refined mica provides a lit-from-within glow. Similar to a silk kimono, this featherweight formula floats effortlessly over skin, delivering an instant, illuminating flush or a subtle contour without streaking. Available in ten light-reflecting shades.This product is dermatologist-tested. It is free of oil and fragrance.About the Brand: Shiseido is a global, Japanese cosmetics and skincare brand with unique Asian heritage, strong business innovation and positive country-of-origin effects. Shiseido makeup represents an exceptional collection of high-performance colors and textures, created to celebrate and enhance your natural beauty.",,pants,S,false
62609da4-6986-40f3-b88f-f3a6e55f6e6a,SEJ by Nisha Gupta Multicoloured Printed Table Runner,SEJ by Nisha Gupta,Unisex,8.39,Set content: One runnerType: Table runnerColour: MulticolouredFabric: PolycottonShape: RectangularPattern: FloralDisclaimer : Product colour may slightly vary due to photographic lighting sources or your monitor settings., Red,pants,XL,false
601199d6-dea6-4cef-9178-e341f8b44649,Next Look Men Blue Slim Fit Self Design Formal Shirt,Next Look,Men,7.19,"Blue self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue,pants,M,true
5f2522e2-a074-4f21-8b26-00cfc2457da2,HERE&NOW Women Pink Solid Bomber Jacket,HERE&NOW,Women,11.99,"Pink solid jacket, has a stand collar, 2 pockets, zip closure, long sleeves, straight hem", Pink,pants,S,true
5e295abe-46f4-4684-95f0-b9740ce3f059,XYXX Men Printed Pack of 2 Remix Pure Cotton Boxer XYBOX2PCKN161,XYXX,Men,8.04,"Pack of 2 White & Yellow regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",,pants,L,true
6353a39b-1d2e-45bb-8c5c-05086772e962,Tokyo Talkies Women Navy Blue Maxi Dress,Tokyo Talkies,Women,15.59,"Navy blue solid woven maxi dress, has a shirt collar, sleeveless, button closure, and flared hem",Blue,pants,S,false
64c5d20e-7cec-4965-8c50-315389f44b22,Next Look Men Blue Slim Fit Self Design Formal Shirt,Next Look,Men,7.19,"Blue self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue,pants,M,false
4f240f86-4530-44ad-aae1-4e2d781ad6be,OddCroft Black & White Textured Ceramic Flower Vase,OddCroft,Unisex,15.29,Set Content: 1 flower vase  Colour: Black and white Pattern: Textured Shape: Cylindrical Material: Ceramic , Red,pants,M,true
4bd1a7b9-9a52-4a4b-802e-e9bfc9d3b9f4,Puma Women Black Textile Flyer Runner Engineer Knit Wn s Puma Bla Running Shoes,Puma,Women,32.39,"Product Design Details:A pair of black running sports shoes, has regular styling, lace-up detailTextile upperCushioned footbedTextured and patterned rubber outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Black,pants,XL,false
65234af2-8f59-45e7-8454-26de5b7e7e6e,MSC Women Red Woven Design One Toe Flats,MSC,Women,8.15,"A pair of red open-toed flats, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsole", Red,pants,M,true
65550f31-b44f-462e-aec4-6dda5e478930,MASPAR White Solid Double Bed Duvet Cover,MASPAR,Unisex,107.99,Set content: 1 duvet cover Size: Double bed(Queen) Colour: White Pattern: Geometric GSM: 250 GSM, White,pants,S,false
68228a47-2453-4cf3-bdf6-72bfdd39c58b,Park Avenue Men Blue Tapered Fit Mid-Rise Clean Look Stretchable Jeans,Park Avenue,Men,13.79,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,pants,XS,false
66be9cc9-85c2-4dc4-8d23-ae9ae399bbb1,Next Look Men Blue Regular Fit Printed Casual Shirt,Next Look,Men,6.59,"Blue printed casual shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket",Blue,pants,M,true
661fff77-f427-4963-8d3a-2783343c547c,W Off-White Printed Palazzo Trousers,W,Women,29.99,"A pair of off-white mid-rise printed palazzo trousers, has two pockets, a zip fly with a button closure, waistband that is elasticated at the back, and flared hems", White,pants,XS,false
6728b4d4-1f7d-4875-8a72-3899f61468cd,Anekaant Women Black & Pink Printed Sling Bag,Anekaant,Women,5.75,"Black and pink printed sling bag, has a zip closure1 main compartment, 1 external and 3 inner pocketsNon-Detachable Sling Strap", Black,pants,S,true
68ff2e07-5cee-42f1-a727-2c7d0b1912bd,SHISEIDO 518 Selfie ModernMatte Powder Lipstick 4g,SHISEIDO,Women,27.54,"Shade Number: 518 Shade Name: SelfieWhat it is:This non-drying formula delivers matte, full-coverage color that feels utterly weightless and provides a powder-soft finish on lips.What it does:A unique blend of waxes and oils melts and transforms into an ultra-thin, featherweight powder, while spherical pigments float across lips to blur imperfections. Available in 24 shades inspired by Tokyo's vibrant nightlife, this statement-making lipstick provides eight hours of rich, velvety color. Dermatologist-tested.Features:Velvet Powders: Lend lips a matte, airbrushed finish that stays put for eight hours.Optical Brightening Pigments: Provide intense, vibrant color.Lightweight Waxes and Oils: Create a hydrating-yet-weightless veil of color that melts seamlessly onto lips.", Matte,pants,XL,false
6558b3d0-f4e5-425b-a219-7b0df47ca55f,XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 2 Shuffle Briefs XYBRF2PCKN272,XYXX,Men,6.89,"Pack of 2 briefs in Black & Blue with a microfibre waistband and anti-microbial finish that prevents odours and rashes.
Key Features:

 smoothest and comfiest innerwear ever, making you forget you are wearing anything at all. 
Feel: 3Xsofter and 50% more moisture absorbent than regular cotton.
Snug Fit:Fits your form without clinging to your skin and offers fantastic support.
Waistband:Anti-roll microfibre waistband that doesn't leave marks.
 chafing or irritation.",,pants,XL,true
6ab4969c-d43e-4e7d-abb5-a5020bffcf91,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN120,XYXX,Men,11.6,"Pack of 3 Yellow, Black & Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",,pants,XS,true
68f43b4a-95be-4a71-b892-b539b587678f,Geox Women Black Perforated Leather Ballerinas with Brogue Detail,Geox,Women,47.99,"A pair of black square toe ballerinas with brogue detail, has regular styling, slip-on detailLeather upper with perforated and metallic detailCushioned footbedTextured and patterned outsole", Black,pants,L,true
6b2a4812-5f04-40ca-aba3-f66607934a7e,Park Avenue Men White Regular Fit Solid Formal Shirt,Park Avenue,Men,13.43,"White solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", White,pants,M,false
6a88ed88-4090-4874-92d7-fdc534b6df9f,Next Look Men Red Slim Fit Printed Party Shirt,Next Look,Men,6.59,"Red printed party shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", Red,pants,XS,true
6b617d8d-380b-437b-9dbf-9abcb89220d1,Park Avenue Men Blue Slim Fit Checked Formal Shirt,Park Avenue,Men,10.25,"Blue checked formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue,pants,L,true
6c86fcb8-3bb1-4b70-bf96-b756b992a9f9,SHISEIDO 01 Lunar Aura Dew Powder Blush 4.8 g,SHISEIDO,Women,32.4,"Shade No: 01Shade Name: LunarWhat it isThis air-whipped cream blush transforms into a long-lasting, weightless, breathable powder with a soft matte finishWhat it doesThis blush uses breakthrough AirFusion Technology to blend effortlessly across skin. The mousse-like texture transforms into an ultra-thin, featherweight powder with a soft matte finish that lasts eight hours. Available in six vivid shades inspired by the House of SHISEIDO's muses and collaborators of the past and present.",,pants,L,true
6b184036-28e9-43fb-93b7-1282efa405c8,Geox Men Olive Green Solid Slip-On Sneakers,Geox,Men,65.99,"A pair of round-toe olive green slip-on sneakers, has regular styling, slip-on detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 6 monthsWarranty provided by brand/manufacturerEngineered with waterproof lining", Green,pants,L,false
6c5ce8a8-6960-4b64-b357-36a9399ce146,Puma Unisex Grey Sneakers,Puma,Unisex,43.19,"A pair of round-toe grey sneakers, has regular styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Grey,pants,S,false
6cd51968-dcac-492c-8466-5dbc52176bcc,Carlton London Women Off-White & Mustard Yellow Striped Wrap Dress,Carlton London,Women,10.26,"Off-White and mustard yellow striped woven wrap dress with tie-up detail, has a V-neck, short sleeves, an attached lining, and tulip hem, two pockets", Yellow,pants,L,true
6cd85576-a3f5-4c47-98ab-5a236ec392ad,Carlton London Women Blue Solid Top,Carlton London,Women,8.04,"Blue solid woven regular top with lace inserts, has a round neck, short sleeves, and button closure",Blue,pants,XL,true
59da8ee6-32a7-44f0-abf2-b53b1f6448af,Mitera Pink & Navy Blue Woven Design Kanjeevaram Saree,Mitera,Women,21.49,"Design Detail:Pink  Navy Blue woven design saree, has a woven design borderBlouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeOrigin:Kanjeevaram sarees are made in the Kanchipuram region in Tamil Nadu. The fabric bears the images of all the scriptures embossed on the walls of the temples of the Kanchipuram village.",Blue,pants,L,true
68f2a5c0-bd17-4181-9e09-108811ab4744,XYXX Men Checkered Pack of 3 Checkmate Pure Cotton Boxer XYBOX3PCKN113,XYXX,Men,11.48,"Pack of 3 Navy, Grey &  Red regular-fit checked boxers with a microfibre waistband.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Single back patch pocket to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..", Red,pants,XS,false
6df15f1e-3e78-4bb3-b43a-a9d32b9b3ec9,SHISEIDO Unisex Extra Rich Cleansing Milk 125 ml,SHISEIDO,Unisex,30.6,"What it is Extra rich cleansing milk Features This rich cleansing milk is soap-free, so it's perfect for dry skinTransforms into an airy lather to remove impuritiesLifts away excess surface cells, pollutants and oxidized substances that can cause skin to ageYet leaves skin moisturized and protected by a veil of hydration--the right environment to support its inner defensesFor a soft, plumped and dewy feelFor dry skin",,pants,S,true
6e6e425d-7f74-4dfb-8c28-bf6fc4a3f81f,Wild Stone Men Edge Eau de Parfum 50 ml,Wild stone,Men,3.35,"What it isEdge Eau de ParfumFeaturesRich woody and aromatic notes mixed with notes of artemisia, patchouli, and labdanumA Perfect casual wear perfumeWith freshness which lasts for a long time",,pants,XS,true
4cdf0860-1969-43db-9d4e-b255158c8fa0,MOVADO Men Black Analogue Watch 607243,MOVADO,Men,706.25,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a butterfly closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature MOVADO case", Black,pants,XL,false
63eee68f-b61a-4901-b24d-384ef76b726d,MBE Women Maroon Woven Design Anarkali Kurta,MBE,Women,10.4,"Maroon woven design anarkali kurta, has a mandarin collar, long sleeves, flared hem", Maroon,pants,XL,false
276db6ba-6a50-499f-8a3d-7ede222493df,Geox Men Black Leather Sneakers,Geox,Men,50.99,"A pair of round-toe black sneakers, has regular styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 6 monthsWarranty provided by brand/manufacturer", Black,pants,S,true
6ecd5726-a6af-4b6e-9334-df0101ea202a,XYXX Men Printed Pack of 2 Remix Pure Cotton Boxer XYBOX2PCKN151,XYXX,Men,8.04,"Pack of 2 Blue & Navy regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",,pants,S,true
6f620707-3a67-4a98-99c5-694763f3404f,Next Look Men Purple Slim Fit Self Design Casual Shirt,Next Look,Men,7.19,"Purple self-design casual shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket", Purple,pants,L,false
74be6d25-8e2d-4189-ab13-725af704fe41,OddCroft Multicoloured Chevron Print Ceramic Flower Vase,OddCroft,Unisex,9.22,Set Content: 1 flower vase  Colour: Multicoloured Pattern: Chevron Shape: Cylindrical Material: Ceramic , Red,pants,S,true
735b2cb6-8cd8-4103-8e8e-85888a6acb71,Carlton London Women Navy Blue Solid Top,Carlton London,Women,9.12,"Navy Blue solid woven top with embellished detail, has a round neck, three-quarter sleeves, button closure and an attached lining",Blue,pants,M,true
69c9f814-934a-47b7-a3d5-d107401207ff,Tokyo Talkies Women Black & White Solid Top with Trousers,Tokyo Talkies,Women,15.59,"This two-piece set consists of top and trousersBlack and white solid top, has a round neck, short sleevesBlack and white solid trousers, has a button closure", Black,pants,S,true
72f1e164-bfe8-482b-9bc6-a5b37f26fc8a,Flying Machine Navy & Yellow Checked Casual Shirt,Flying Machine,Men,23.99,"Navy blue and yellow checked casual shirt, has a spread collar, a full button placket, long sleeves, a patch pocket, and a curved hem", Yellow,pants,XS,true
707cf964-a067-412a-a562-ac5a1112f81b,HERE&NOW Men Olive Green Solid Biker Jacket,HERE&NOW,Men,19.31,"Olive green solid biker jacket, has a stand collar, 3 pockets, zip closure, long sleeves, straight hem, and polyester", Green,pants,L,false
77b2ead2-e103-45f2-a47e-96f6dfd88b41,HERE&NOW Men Beige Solid Varsity Jacket,HERE&NOW,Men,47.99,"Beige solid varsity jacket, has a stand collar, 4 pockets, zip closure, long sleeves, straight hem, and polyester lining", Beige,pants,S,true
78043895-d366-406a-a5a2-18d865e87ada,Geox Men Black Leather Sneakers,Geox,Men,95.99,"A pair of round-toe black sneakers, has regular styling, Velcro detailLeather upperCushioned footbedTextured and patterned outsoleEngineered with waterproof liningWarranty: 6 monthsWarranty provided by brand/manufacturer", Black,pants,L,false
79e3574b-361d-4c3a-b311-85c4ee1e784b,Geox Women Navy Blue Solid Leather Ballerinas,Geox,Women,47.99,"A pair of navy blue square toe ballerinas with metallic detail, has regular styling, slip-on detailLeather upperCushioned footbedTextured and patterned outsole",Blue,pants,S,false
78ddd6f1-8d25-4e0b-b2d7-b28d55c77fe0,SEJ by Nisha Gupta Blue & Grey Wooden Tissue Holder,SEJ by Nisha Gupta,Unisex,8.39,Pattern: PrintedFinish: MatteMaterial: Wood,Blue,pants,XL,false
7a6e7ddb-ac03-4d78-9d71-75320e5913da,Next Look Men Pink Slim Fit Solid Formal Shirt,Next Look,Men,7.19,"Pink solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", Pink,pants,XS,false
79f4f25d-000c-4440-9ac8-2094a90a0fed,SEJ by Nisha Gupta Red Printed Table Runner,SEJ by Nisha Gupta,Unisex,8.39,Set content: One runnerType: Table runnerColour: RedFabric: PolycottonShape: RectangularPattern: FloralDisclaimer : Product colour may slightly vary due to photographic lighting sources or your monitor settings., Red,pants,XS,false
7ae2d3c3-5198-4f12-bc1c-e164364e3b5a,Fortune Men Black Formal Slip-Ons,Fortune,Men,20.39,"A pair of black round-toed formal slip-on shoes, has elasticated gussets on both sidesSynthetic leather upperCushioned footbedTextured PU outsole, has a stacked heel", Black,pants,M,true
7eed8816-32bc-441b-8f7a-aa6ac2557ce5,SHISEIDO 511 Unfiltered ModernMatte Powder Lipstick 4g,SHISEIDO,Women,27.54,"Shade Name: UnfilteredWhat it is?This non-drying formula delivers matte, full-coverage colour that feels utterly weightless and provides a powder-soft, airbrushed finish on lips. A unique blend of waxes and oils melts and transforms into an ultra-thin, featherweight powder, while spherical pigments float across lips to blur imperfectionsWhat it does?Velvet Powders: Lend lips a matte, airbrushed finish that stays put for eight hours.Optical Brightening Pigments: Provide intense, vibrant color.Lightweight Waxes and Oils: Create a hydrating-yet-weightless veil of color that melts seamlessly onto lips.", Red,pants,S,true
7d565210-268b-4ed4-a729-bfa4b9ba163b,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN39,XYXX,Men,11.6,"Pack of 3 White & Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",,pants,S,true
7fa97b45-380a-4c9c-8de4-522976cb4972,HERE&NOW Men Purple & Black Colourblocked Padded Jacket With Printed Details,HERE&NOW,Men,18.89,"Purple and Black colourblocked jacket, has a mock collar, 3 pockets, zip closure, long sleeves, straight hem, and polyester lining", Black,pants,M,false
7fcb9c5b-958a-4407-a8f8-6377979bbf32,Mast & Harbour Women Brown Solid Suede Jacket,Mast & Harbour,Women,23.99,"Brown solid jacket, has a spread collar, 2 pockets, long sleeves, straight hem, and polyester", Brown,pants,M,false
8000d04b-c476-4b1a-bd83-243788267abb,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN126,XYXX,Men,11.6,"Pack of 3 Blue & White regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",,pants,XS,false
81c98fb1-2f1f-46aa-b60b-b330fc544c7d,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN133,XYXX,Men,11.6,"Pack of 3 Black, Light Blue & Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",,pants,XS,false
